Price,rooms,price_per_m2,level,levels,year,area_total,area_living,area_kitchen,area_comfort,street,district,category
140000.0,2.0,2258.0,7.0,9.0,1969.0,62.0,47.0,9.0,6.0,Омеляновича-Павленка,Оболонський,економ
105000.0,4.0,847.0,25.0,26.0,2018.0,124.0,71.0,16.0,37.0,Ованеса Туманяна,Оболонський,бізнес
175000.0,3.0,1786.0,25.0,26.0,2010.0,98.0,37.0,14.0,47.0,Ованеса Туманяна,Оболонський,бізнес
30970.0,1.0,1106.0,12.0,13.0,2013.0,28.0,13.0,5.0,10.0,Петропавлівська,Оболонський,економ
82000.0,2.0,1281.0,18.0,26.0,2009.0,64.0,37.0,14.0,13.0,Дніпровська,Оболонський,бізнес
168535.7,3.0,1872.6,4.0,9.0,1966.0,90.0,45.0,10.0,35.0,Саксаганського,"Голосіївський, Печерський, Шевченківський",бізнес
4500000.0,4.0,14610.0,18.0,21.0,2011.0,308.0,37.0,14.0,257.0,Івана Мазепи,Оболонський,бізнес
135000.0,2.0,2077.0,16.0,23.0,2012.0,65.0,25.0,18.0,22.0,Дніпровська,Оболонський,бізнес
120000.0,1.0,2500.0,8.0,25.0,2012.0,48.0,18.0,16.0,14.0,Ділова,"Голосіївський, Печерський",бізнес
57500.0,3.0,625.0,9.0,9.0,1970.0,92.0,37.0,14.0,41.0,Новодарницька,Дарницький,бізнес
98000.0,2.0,1633.0,21.0,34.0,2014.0,60.0,41.0,27.0,0.0,Ревуцького,Дарницький,бізнес
170000.0,3.0,1735.0,16.0,22.0,2018.0,98.0,48.0,35.0,15.0,Липківського,Подільський,бізнес
320000.0,5.0,1963.0,23.0,25.0,2017.0,163.0,100.0,14.0,49.0,Бендукідзе,Подільський,бізнес
65000.0,1.0,2600.0,1.0,3.0,2009.0,25.0,20.0,3.0,2.0,Введенська,Подільський,економ
125000.0,2.0,2778.0,6.0,9.0,1965.0,45.0,37.0,14.0,0.0,Виноградний,Печерський,економ
48000.0,1.0,849.0,22.0,25.0,2009.0,55.0,40.0,10.0,5.0,Кайсарова,"Голосіївський,Солом'янський",бізнес
70000.0,1.0,1273.0,26.0,27.0,2004.0,55.0,22.0,12.0,21.0,Ахматової,Оболонський,бізнес
75000.0,3.0,1005.0,4.0,26.0,2009.0,66.0,37.0,14.0,15.0,Радченка,Оболонський,бізнес
84000.0,2.0,1273.0,6.0,26.0,2009.0,66.0,37.0,18.0,11.0,Дніпровська,Оболонський,бізнес
175000.0,1.0,1725.8,7.0,25.0,2012.0,70.0,37.0,14.0,19.0,Ділова,"Голосіївський, Печерський",бізнес
63000.0,3.0,900.0,7.0,10.0,1987.0,70.0,44.0,14.0,12.0,Бориспільська,Дарницький,бізнес
390000.0,3.0,3000.0,11.0,28.0,2013.0,130.0,48.0,66.0,16.0,Болсуновська,Печерський,бізнес
335000.0,3.0,3160.0,24.0,28.0,2017.0,106.0,55.0,24.0,27.0,Українки,Голосіївський,бізнес
320000.0,3.0,3137.0,15.0,24.0,2016.0,102.0,70.0,20.0,12.0,Антонова,Голосіївський,бізнес
118000.0,2.0,1311.0,15.0,25.0,1959.0,90.0,41.0,13.0,36.0,Науки,Голосіївський,бізнес
159990.0,4.0,1437.0,6.0,10.0,2016.0,60.0,37.0,30.0,0.0,Метрологічна,Голосіївський,бізнес
85000.0,3.0,1417.0,2.0,5.0,1961.0,60.0,44.0,6.0,10.0,Дружби Народів,Печерський,економ
155022.2,1.0,2541.3,8.0,18.0,2009.0,61.0,37.0,14.0,10.0,Драгомирова,Голосіївський,бізнес
590000.0,3.0,5900.0,8.0,18.0,2009.0,100.0,37.0,14.0,49.0,Драгомирова,Голосіївський,бізнес
84000.0,2.0,1333.0,2.0,16.0,2016.0,63.0,32.0,15.0,16.0,Данченка,Голосіївський,бізнес
35000.0,2.0,778.0,1.0,2.0,2009.0,45.0,37.0,14.0,0.0,Кримська,Голосіївський,економ
63000.0,2.0,969.0,4.0,25.0,2009.0,65.0,31.0,13.0,21.0,Новопольова,Солом'янський,бізнес
40000.0,2.0,870.0,3.0,5.0,1963.0,46.0,30.0,8.0,8.0,Туполєва,Оболонський,економ
42654.8,1.0,1375.9,8.0,18.0,2009.0,31.0,37.0,14.0,0.0,Дніпровська,Оболонський,бізнес
60000.0,1.0,1463.0,2.0,26.0,2009.0,41.0,37.0,14.0,0.0,Дніпровська,Оболонський,економ
130000.0,2.0,1625.0,6.0,25.0,2010.0,80.0,37.0,14.0,29.0,Перемоги,Шевченківський,бізнес
346500.0,2.0,4500.0,7.0,24.0,2019.0,77.0,38.0,20.0,19.0,Івана Федорова,"Деснянський, Дніпровський",бізнес
46998.0,2.0,1000.0,5.0,5.0,1968.0,47.0,35.0,8.0,4.0,Братиславська,"Деснянський, Дніпровський",економ
10092.1,1.0,672.8,8.0,18.0,2009.0,15.0,37.0,14.0,0.0,Червоноткацька,Дарницький,економ
29256.6,1.0,978.5,1.0,5.0,2009.0,47.0,37.0,14.0,0.0,Червоноткацька,Дарницький,економ
166000.0,1.0,3532.0,2.0,9.0,2009.0,47.0,22.0,16.0,9.0,Златоустівська,Дарницький,економ
115000.0,4.0,1369.0,5.0,9.0,1970.0,84.0,35.0,9.0,40.0,Бойченка,Дарницький,економ
298000.0,3.0,2249.0,11.0,23.0,2016.0,31.0,37.0,14.0,0.0,Трускавецька,Дарницький,бізнес
43100.0,1.0,1390.0,8.0,26.0,2018.0,31.0,16.0,5.0,10.0,Каховська,Дніпровський,бізнес
179900.0,4.0,1475.0,19.0,27.0,2010.0,122.0,37.0,14.0,71.0,Лобановського,Голосіївський,бізнес
96255.3,1.0,1504.0,8.0,18.0,2009.0,64.0,37.0,14.0,13.0,Курчатова,Голосіївський,бізнес
56500.0,3.0,926.0,6.0,9.0,1970.0,61.0,40.0,7.0,14.0,Курчатова,Голосіївський,бізнес
110000.0,1.0,1930.0,19.0,25.0,2008.0,57.0,37.0,14.0,6.0,Голосіївська,Голосіївський,бізнес
47000.0,1.0,1146.0,5.0,16.0,1990.0,41.0,10.0,16.0,15.0,Тираспольська,Подільський,бізнес
90000.0,2.0,2195.0,1.0,9.0,2009.0,41.0,28.0,6.0,7.0,Лаврська,Печерський,економ
44980.0,1.0,1249.0,19.0,25.0,2017.0,36.0,16.0,14.0,6.0,Правди,Подільський,бізнес
58000.0,4.0,921.0,5.0,9.0,1968.0,63.0,40.0,7.0,16.0,Миколайчука,Оболонський,економ
63000.0,3.0,863.0,5.0,9.0,1982.0,73.0,41.0,9.0,23.0,Порика,Оболонський,бізнес
136000.0,1.0,3022.0,6.0,23.0,2015.0,45.0,15.0,17.0,13.0,Маккейна,Оболонський,бізнес
73860.0,2.0,1319.0,5.0,9.0,2009.0,56.0,30.0,9.0,17.0,Йорданська,Оболонський,бізнес
160000.0,2.0,2712.0,18.0,24.0,2019.0,59.0,37.0,20.0,2.0,Тютюнника,Дніпровський,бізнес
135000.0,3.0,1588.0,8.0,10.0,2015.0,85.0,49.0,12.0,24.0,Регенераторна,Дніпровський,бізнес
120000.0,1.0,2400.0,12.0,23.0,2015.0,50.0,18.0,15.0,17.0,Зарічна,Дарницький,бізнес
58990.0,1.0,1450.0,3.0,34.0,2009.0,85.0,16.0,10.0,59.0,Заболотного,"Дніпровський, Деснянський",бізнес
90000.0,4.0,1059.0,4.0,10.0,1994.0,85.0,37.0,14.0,34.0,Курнатовського,"Дніпровський, Деснянський",бізнес
187000.0,3.0,1550.0,2.0,5.0,1934.0,72.0,37.0,14.0,21.0,Інститутська,Печерський,економ
88000.0,2.0,1222.0,16.0,25.0,2020.0,72.0,37.0,15.0,20.0,Маланюка,Печерський,бізнес
102000.0,2.0,1619.0,10.0,16.0,2019.0,63.0,26.0,22.0,15.0,Гречка,Печерський,бізнес
110000.0,1.0,1833.0,14.0,24.0,2018.0,60.0,21.0,15.0,24.0,Липківського,Печерський,бізнес
160000.0,2.0,3077.0,3.0,24.0,2015.0,52.0,13.0,18.0,21.0,Маккейна,Печерський,бізнес
225000.0,5.0,1500.0,23.0,24.0,2008.0,150.0,78.0,18.0,54.0,Григоренка,Печерський,бізнес
75000.0,2.0,1562.0,4.0,9.0,1966.0,48.0,30.0,7.0,11.0,Коновальця,Печерський,економ
59860.0,3.0,798.0,3.0,9.0,2009.0,75.0,40.0,9.0,26.0,Закревського,Печерський,бізнес
43161.0,2.0,732.0,13.0,18.0,2009.0,59.0,30.0,16.0,13.0,Старонаводницька,Печерський,бізнес
140000.0,2.0,1842.0,13.0,18.0,1991.0,76.0,39.0,14.0,23.0,Старонаводницька,Печерський,бізнес
78000.0,1.0,1418.0,7.0,26.0,2009.0,55.0,15.0,18.0,22.0,Маланюка,Печерський,бізнес
230000.0,2.0,2771.0,6.0,7.0,1915.0,83.0,45.0,11.0,27.0,Заньковецької,Печерський,бізнес
178000.0,2.0,2373.0,2.0,16.0,2009.0,75.0,37.0,21.0,17.0,Кудрявська,Шевченківський,бізнес
63000.0,3.0,900.0,23.0,23.0,2009.0,70.0,35.0,14.0,21.0,Українки,Деснянський,бізнес
495000.0,3.0,4420.0,11.0,32.0,2017.0,112.0,45.0,54.0,13.0,Українки,Деснянський,бізнес
45900.0,2.0,478.0,31.0,34.0,2009.0,96.0,62.0,16.0,18.0,Милославська,Деснянський,бізнес
33000.0,1.0,1000.0,14.0,24.0,2009.0,33.0,16.0,5.0,12.0,Милославська,Деснянський,бізнес
66500.0,3.0,1147.0,3.0,5.0,1961.0,58.0,42.0,7.0,9.0,Донця,Оболонський,економ
119900.0,3.0,1462.0,8.0,12.0,2002.0,82.0,48.0,14.0,20.0,Верховинця,Оболонський,бізнес
145000.0,4.0,1381.0,1.0,9.0,1977.0,105.0,80.0,12.0,13.0,Героїв Дніпра,Оболонський,економ
118000.0,3.0,1494.0,17.0,25.0,2018.0,79.0,36.0,35.0,8.0,Каховська,Дніпровський,бізнес
41000.0,1.0,1323.0,21.0,26.0,2018.0,31.0,12.0,8.0,11.0,Каховська,Дніпровський,бізнес
59899.0,2.0,1070.0,8.0,10.0,1995.0,56.0,34.0,8.0,14.0,Вишняківська,Дарницький,бізнес
177000.0,2.0,2565.0,3.0,4.0,2009.0,69.0,41.0,8.0,20.0,Липська,Дарницький,бізнес
63000.0,1.0,1286.0,11.0,25.0,2019.0,49.0,16.0,16.0,17.0,Сверстюка,Дарницький,бізнес
499000.0,3.0,4229.0,8.0,18.0,2009.0,118.0,37.0,14.0,67.0,Драгомирова,Дарницький,бізнес
49500.0,1.0,1269.0,19.0,26.0,2009.0,39.0,17.0,11.0,11.0,Причальна,Дарницький,бізнес
275000.0,2.0,4435.0,22.0,28.0,2013.0,62.0,30.0,20.0,12.0,Болсуновська,Печерський,бізнес
93000.0,3.0,1336.0,13.0,14.0,1994.0,67.0,48.0,14.0,5.0,Повітрофлотський,"Шевченківський, Солом'янський",бізнес
87500.0,2.0,1306.0,20.0,25.0,2015.0,67.0,37.0,14.0,16.0,Драгоманова,Дарницький,бізнес
110000.0,3.0,1325.0,4.0,24.0,2008.0,83.0,37.0,30.0,16.0,Григоренка,Оболонський,бізнес
900000.0,4.0,3600.0,23.0,24.0,2012.0,250.0,37.0,14.0,199.0,Дніпровська,Оболонський,бізнес
86000.0,1.0,2205.0,3.0,8.0,2014.0,39.0,37.0,14.0,0.0,Жабаєва,Подільський,бізнес
335000.0,3.0,2577.0,9.0,14.0,2014.0,130.0,60.0,60.0,10.0,Філатова,Подільський,бізнес
67000.0,2.0,971.0,3.0,26.0,2021.0,69.0,25.0,21.0,23.0,Правди,Подільський,бізнес
90000.0,2.0,1800.0,4.0,4.0,1896.0,50.0,37.0,6.0,7.0,Малопідвальна,Шевченківський,економ
101500.0,1.0,2307.0,8.0,11.0,2009.0,44.0,22.0,13.0,9.0,Бойчука,Дарницький,бізнес
104000.0,3.0,1169.0,18.0,26.0,2009.0,89.0,37.0,40.0,12.0,Зарічна,Дарницький,бізнес
190000.0,2.0,3167.0,9.0,21.0,2017.0,60.0,37.0,25.0,0.0,Предславинська,Печерський,бізнес
3600000.0,6.0,8000.0,25.0,25.0,2011.0,450.0,288.0,45.0,117.0,Івана Мазепи,Печерський,бізнес
63000.0,2.0,1033.0,10.0,26.0,2009.0,61.0,28.0,12.0,21.0,Радченка,Печерський,бізнес
680000.0,7.0,2369.0,21.0,21.0,2010.0,287.0,177.0,14.0,96.0,Лабораторний,Печерський,бізнес
139000.0,2.0,1829.0,20.0,21.0,2018.0,76.0,31.0,19.0,26.0,Конєва,Оболонський,бізнес
347700.0,4.0,1900.0,4.0,25.0,2011.0,183.0,100.0,17.0,66.0,Шаповала,Оболонський,бізнес
85000.0,2.0,1328.0,4.0,24.0,2009.0,64.0,30.0,20.0,14.0,Дніпровська,Оболонський,бізнес
35600.0,1.0,989.0,10.0,26.0,2009.0,36.0,15.0,12.0,9.0,Клеманська,Дарницький,бізнес
85000.0,3.0,1133.0,9.0,15.0,1999.0,75.0,42.0,8.0,25.0,Григоренка,Печерський,бізнес
46000.0,1.0,1022.0,4.0,5.0,1963.0,45.0,37.0,10.0,0.0,Туполєва,Печерський,економ
125000.0,2.0,2358.0,3.0,4.0,1860.0,53.0,42.0,5.0,6.0,Хмельницького,Печерський,економ
530000.0,3.0,3926.0,4.0,15.0,2017.0,135.0,50.0,40.0,45.0,Саперне Поле,Печерський,бізнес
229000.0,3.0,2140.0,7.0,25.0,2007.0,107.0,50.0,14.0,43.0,Героїв Сталінграда,Оболонський,бізнес
117000.0,3.0,1401.0,14.0,26.0,2009.0,55.0,37.0,14.0,4.0,Дніпровська,Оболонський,бізнес
110000.0,2.0,2000.0,3.0,9.0,1971.0,55.0,37.0,14.0,4.0,Тарасівська,Голосіївський,бізнес
92900.0,3.0,1021.0,4.0,5.0,1956.0,91.0,56.0,11.0,24.0,Краківська,Дніпровський,бізнес
77500.0,1.0,1845.0,5.0,9.0,2018.0,42.0,17.0,15.0,10.0,Юнацька,Святошинський,бізнес
40500.0,1.0,1067.0,4.0,26.0,2009.0,93.0,37.0,14.0,42.0,Клеманська,Дарницький,бізнес
136000.0,3.0,1462.0,2.0,16.0,1998.0,93.0,50.0,28.0,15.0,Героїв Сталінграда,Оболонський,бізнес
220000.0,2.0,2619.0,3.0,8.0,1948.0,84.0,52.0,13.0,19.0,Драгоманова,Дарницький,бізнес
125000.0,3.0,1147.0,23.0,26.0,2011.0,109.0,83.0,16.0,10.0,Драгоманова,Дарницький,бізнес
100000.0,2.0,1818.0,8.0,18.0,1958.0,55.0,37.0,14.0,4.0,Українки,Деснянський,бізнес
80000.0,1.0,2581.0,22.0,25.0,2018.0,31.0,14.0,14.0,3.0,Тимошенка,Деснянський,бізнес
57000.0,3.0,851.0,5.0,9.0,1985.0,67.0,37.0,14.0,16.0,Маяковського,Деснянський,бізнес
170000.0,2.0,1932.0,3.0,9.0,2005.0,88.0,44.0,22.0,22.0,Дмитрівська,Шевченківський,бізнес
59750.0,2.0,996.0,14.0,15.0,1980.0,60.0,53.0,10.0,0.0,Курбаса,Дарницький,бізнес
42678.6,1.0,1094.3,16.0,16.0,2009.0,39.0,12.0,14.0,13.0,Комарова,Дарницький,бізнес
92000.0,2.0,1227.0,2.0,25.0,2015.0,75.0,38.0,15.0,22.0,Драгоманова,Дарницький,бізнес
115000.0,2.0,1597.0,4.0,32.0,2019.0,72.0,37.0,14.0,21.0,Драгомирова,Деснянський,бізнес
54000.0,1.0,1227.0,18.0,25.0,2019.0,44.0,37.0,14.0,0.0,Моторний,Деснянський,бізнес
45500.0,1.0,929.0,2.0,9.0,1995.0,49.0,14.0,24.0,11.0,Милославська,Деснянський,економ
91500.0,1.0,2288.0,11.0,11.0,2020.0,40.0,20.0,12.0,8.0,Бойчука,"Деснянський, Дніпровський",бізнес
60500.0,3.0,818.0,4.0,9.0,1990.0,74.0,37.0,14.0,23.0,Закревського,"Деснянський, Дніпровський",бізнес
250000.0,1.0,4630.0,7.0,25.0,2019.0,54.0,15.0,20.0,19.0,Івана Федорова,"Деснянський, Дніпровський",бізнес
78000.0,2.0,1773.0,3.0,9.0,1966.0,44.0,37.0,14.0,0.0,Філатова,"Деснянський, Дніпровський",економ
84999.0,4.0,885.0,7.0,16.0,1986.0,96.0,37.0,13.0,46.0,Миропільська,"Деснянський, Дніпровський",бізнес
83000.0,3.0,856.0,1.0,22.0,2007.0,97.0,65.0,14.0,18.0,Григоренка,Святошинський,бізнес
129999.0,2.0,2063.0,6.0,9.0,2018.0,63.0,30.0,15.0,18.0,Юнацька,Святошинський,бізнес
70000.0,3.0,729.0,4.0,4.0,1946.0,96.0,37.0,14.0,45.0,Вишгородська,"Подільський, Оболонський",бізнес
36000.0,1.0,1200.0,5.0,9.0,2009.0,30.0,13.0,10.0,7.0,Жолудєва,Святошинський,економ
210000.0,3.0,1409.0,7.0,12.0,2001.0,149.0,87.0,16.0,46.0,Павлівська,Шевченківський,бізнес
85900.0,3.0,1263.0,6.0,8.0,1964.0,68.0,47.0,6.0,15.0,Голосіївський,Голосіївський,бізнес
108000.0,1.0,2160.0,2.0,25.0,2019.0,50.0,30.0,10.0,10.0,Осокорська,Дарницький,бізнес
120000.0,3.0,1395.0,10.0,24.0,2009.0,86.0,40.0,17.0,29.0,Вишгородська,"Подільський, Оболонський",бізнес
221000.0,2.0,3400.0,8.0,10.0,2009.0,65.0,37.0,14.0,14.0,Драгомирова,Оболонський,бізнес
60000.0,1.0,1818.0,5.0,5.0,1962.0,33.0,37.0,16.0,0.0,Тютюнника,Оболонський,економ
165000.0,2.0,2845.0,6.0,24.0,2015.0,58.0,25.0,22.0,11.0,Маккейна,Оболонський,бізнес
200000.0,5.0,1481.0,4.0,4.0,1917.0,135.0,37.0,14.0,84.0,Івана Мазепи,Оболонський,економ
145000.0,2.0,1933.0,5.0,24.0,2007.0,75.0,44.0,14.0,17.0,Героїв Сталінграда,Оболонський,бізнес
199000.0,3.0,2488.0,2.0,25.0,2018.0,80.0,33.0,22.0,25.0,Липківського,Святошинський,бізнес
186117.4,1.0,3579.2,8.0,18.0,2009.0,52.0,37.0,14.0,1.0,Коновальця,Святошинський,бізнес
199000.0,2.0,2073.0,10.0,25.0,2005.0,96.0,43.0,16.0,37.0,Коновальця,Святошинський,бізнес
50700.0,1.0,1300.0,6.0,14.0,2019.0,39.0,25.0,8.0,6.0,Максимовича,Святошинський,бізнес
185000.0,2.0,2256.0,5.0,21.0,2015.0,82.0,61.0,12.0,9.0,Зарічна,Дарницький,бізнес
152000.0,2.0,1667.0,24.0,25.0,2008.0,56.0,41.0,14.0,1.0,Голосіївська,Голосіївський,бізнес
92000.0,3.0,965.0,1.0,25.0,2009.0,56.0,48.0,16.0,0.0,Ясинуватський,Голосіївський,бізнес
49387.4,1.0,881.9,8.0,18.0,2009.0,56.0,37.0,14.0,5.0,Колоса,Подільський,бізнес
56500.0,1.0,1749.0,5.0,7.0,2019.0,38.0,21.0,5.0,12.0,Колоса,Подільський,бізнес
80000.0,1.0,2105.0,11.0,21.0,2017.0,38.0,12.0,15.0,11.0,Правди,Подільський,бізнес
480000.0,4.0,2609.0,5.0,6.0,1915.0,184.0,108.0,34.0,42.0,Велика Васильківська,"Голосіївський, Шевченківський, Печерський",економ
59000.0,2.0,1157.0,2.0,12.0,1981.0,51.0,37.0,14.0,0.0,Голосіївський,Голосіївський,бізнес
149632.1,1.0,3183.6,8.0,18.0,2009.0,47.0,37.0,14.0,0.0,Бойчука,Дніпровський,бізнес
147075.0,2.0,2228.0,9.0,11.0,2009.0,66.0,37.0,14.0,15.0,Бойчука,Дніпровський,бізнес
86860.0,2.0,905.0,10.0,10.0,2017.0,96.0,44.0,23.0,29.0,Центральна,Дніпровський,бізнес
97000.0,2.0,1260.0,16.0,22.0,2018.0,77.0,37.0,14.0,26.0,Ясинуватський,Голосіївський,бізнес
55000.0,2.0,1222.0,13.0,16.0,1980.0,45.0,37.0,11.0,0.0,Райдужна,Дніпровський,бізнес
138000.0,2.0,1811.0,3.0,15.0,2014.0,37.0,37.0,14.0,0.0,Ломоносова,Голосіївський,бізнес
105000.0,2.0,1504.0,4.0,25.0,2014.0,37.0,37.0,14.0,0.0,Гусовського,Печерський,бізнес
66016.1,1.0,1784.2,8.0,18.0,2009.0,37.0,37.0,14.0,0.0,Гусовського,Печерський,бізнес
284000.0,2.0,2812.0,7.0,11.0,2004.0,101.0,37.0,14.0,50.0,Гусовського,Печерський,бізнес
155000.0,3.0,1550.0,13.0,23.0,2006.0,100.0,37.0,14.0,49.0,Окіпної,Шевченківський,бізнес
