Price,rooms,price_per_m2,level,levels,year,area_total,area_living,area_kitchen,area_comfort,street,district,category
215767.9,3.0,2157.7,8.0,16.0,2000.0,100.0,57.0,12.0,31.0,Панельна,Голосіївський,бізнес
155000.0,3.0,1550.0,13.0,16.0,2012.0,100.0,55.0,16.0,29.0,Вільямса,Голосіївський,бізнес
100000.0,1.0,1667.0,13.0,25.0,2008.0,60.0,21.0,17.0,22.0,Голосіївська,Голосіївський,бізнес
1010000.0,4.0,5674.0,23.0,26.0,2017.0,178.0,92.0,22.0,64.0,Оболонський,Оболонський,бізнес
45000.0,1.0,1500.0,1.0,9.0,1975.0,30.0,16.0,5.0,9.0,Миколи Голего,Солом'янський,економ
80000.0,1.0,1333.0,4.0,24.0,2012.0,60.0,37.0,14.0,9.0,Дніпровська,Оболонський,бізнес
115000.0,2.0,1575.0,21.0,25.0,2015.0,73.0,37.0,15.0,21.0,Малиновського,Шевченківський,бізнес
620000.0,5.0,3605.0,14.0,17.0,2001.0,172.0,93.0,13.0,66.0,Назарівська,Шевченківський,бізнес
250500.0,6.0,1668.0,13.0,14.0,1978.0,29.0,81.0,13.0,0.0,Гоголівська,Шевченківський,бізнес
39000.0,1.0,1345.0,1.0,5.0,1963.0,29.0,16.0,5.0,8.0,Дорогожицька,Шевченківський,економ
360000.0,5.0,2400.0,5.0,6.0,1936.0,150.0,120.0,15.0,15.0,Грушевського,Солом'янський,бізнес
250000.0,2.0,2976.0,15.0,23.0,2008.0,84.0,60.0,15.0,9.0,Іллєнка,Солом'янський,бізнес
95000.0,1.0,1863.0,22.0,25.0,2018.0,51.0,14.0,20.0,17.0,Липківського,Солом'янський,бізнес
63900.0,1.0,761.0,13.0,14.0,2013.0,84.0,44.0,18.0,22.0,Ушинського,Солом'янський,бізнес
81000.0,2.0,1528.0,13.0,25.0,2020.0,53.0,37.0,14.0,2.0,Польова,Солом'янський,бізнес
219000.0,1.0,3776.0,2.0,9.0,2019.0,58.0,20.0,20.0,18.0,Саперне Поле,Печерський,бізнес
162000.0,3.0,1604.0,19.0,26.0,2017.0,101.0,55.0,25.0,21.0,Панельна,"Голосіївський, Печерський",бізнес
260000.0,3.0,2321.0,14.0,18.0,2013.0,112.0,60.0,17.0,35.0,Хмельницького,"Голосіївський, Печерський",бізнес
163000.0,1.0,3622.0,2.0,22.0,2015.0,45.0,22.0,12.0,11.0,Маккейна,"Голосіївський, Печерський",бізнес
499000.0,2.0,4990.0,22.0,25.0,2019.0,100.0,37.0,14.0,49.0,Антоновича,"Голосіївський, Печерський",бізнес
310000.0,3.0,1925.0,3.0,18.0,2009.0,161.0,120.0,35.0,6.0,Толстого,Дарницький,бізнес
99800.0,3.0,1535.0,6.0,8.0,1962.0,65.0,37.0,14.0,14.0,Дружби Народів,Печерський,бізнес
130000.0,1.0,3023.0,9.0,26.0,2009.0,43.0,37.0,14.0,0.0,Оболонський,Оболонський,бізнес
70000.0,2.0,1273.0,4.0,5.0,1938.0,55.0,39.0,8.0,8.0,Багговутівська,Шевченківський,економ
44500.0,2.0,1025.0,1.0,5.0,1961.0,80.0,29.0,6.0,45.0,Антонова,"Голосіївський, Шевченківський",економ
199000.0,2.0,2488.0,2.0,5.0,1937.0,80.0,40.0,14.0,26.0,Володимирська,"Голосіївський, Шевченківський",економ
120000.0,2.0,2500.0,9.0,9.0,1972.0,48.0,37.0,14.0,0.0,Українки,Печерський,бізнес
68750.0,2.0,892.9,7.0,16.0,2009.0,77.0,34.0,12.0,31.0,Сім’ї Кульженків,Печерський,бізнес
162000.0,3.0,1800.0,11.0,26.0,2005.0,90.0,48.0,23.0,19.0,Коновальця,Печерський,бізнес
209000.0,2.0,2580.0,2.0,10.0,2003.0,81.0,40.0,15.0,26.0,Мирного,Печерський,бізнес
275000.0,2.0,2926.0,15.0,16.0,2006.0,94.0,37.0,48.0,9.0,Московська,Печерський,бізнес
38000.0,1.0,1056.0,8.0,9.0,1984.0,36.0,18.0,8.0,10.0,Жмеринська,Святошинський,економ
114000.0,3.0,1583.0,6.0,7.0,1959.0,72.0,51.0,9.0,12.0,Бойчука,Печерський,бізнес
161000.0,2.0,1809.0,17.0,25.0,2018.0,89.0,37.0,14.0,38.0,Липківського,Печерський,бізнес
330000.0,3.0,3000.0,18.0,24.0,2018.0,110.0,60.0,40.0,10.0,Лабораторний,Печерський,бізнес
1500000.0,5.0,5000.0,8.0,18.0,2009.0,300.0,37.0,14.0,249.0,Інститутська,Печерський,бізнес
295000.0,3.0,2757.0,6.0,6.0,1914.0,107.0,74.0,11.0,22.0,Хрещатик,"Печерський, Шевченківський",бізнес
62000.0,1.0,1512.0,2.0,25.0,2009.0,41.0,14.0,14.0,13.0,Дніпровська,Оболонський,бізнес
255000.0,4.0,2024.0,16.0,25.0,2016.0,126.0,70.0,15.0,41.0,Саперне Поле,Печерський,бізнес
68000.0,3.0,907.0,5.0,15.0,1993.0,75.0,43.0,8.0,24.0,Комарова,Дарницький,бізнес
164000.0,2.0,2702.0,30.0,30.0,2009.0,111.0,37.0,12.0,62.0,Драгомирова,Дарницький,бізнес
139000.0,3.0,1252.0,23.0,36.0,2007.0,111.0,60.0,18.0,33.0,Срібнокільська,Дарницький,бізнес
115000.0,2.0,1337.0,11.0,25.0,2008.0,86.0,37.0,14.0,35.0,Чоколівський,Солом'янський,бізнес
104000.0,1.0,1857.0,10.0,24.0,2009.0,56.0,16.0,16.0,24.0,Звіринецька,Печерський,бізнес
85000.0,1.0,1518.0,7.0,14.0,2009.0,56.0,20.0,14.0,22.0,Вишгородська,"Подільський, Оболонський",бізнес
190000.0,2.0,3585.0,3.0,20.0,2019.0,53.0,18.0,20.0,15.0,Драгомирова,Дніпровський,бізнес
65000.0,2.0,1161.0,3.0,4.0,1952.0,56.0,34.0,9.0,13.0,Будівельників,Дніпровський,бізнес
105000.0,3.0,1117.0,6.0,22.0,2010.0,94.0,47.0,15.0,32.0,Урлівська,Дарницький,бізнес
57000.0,2.0,919.0,15.0,21.0,2009.0,62.0,26.0,26.0,10.0,Сормовська,Дарницький,бізнес
65000.0,1.0,1182.0,5.0,18.0,2009.0,55.0,37.0,21.0,0.0,Правди,Подільський,бізнес
98000.0,2.0,1388.0,8.0,25.0,2006.0,52.0,37.0,14.0,1.0,Верховинна,Святошинський,бізнес
55000.0,2.0,1058.0,2.0,9.0,1986.0,52.0,29.0,8.0,15.0,Вербицького,"Голосіївський, Шевченківський, Печерський",економ
55000.0,1.0,1618.0,5.0,33.0,2009.0,34.0,37.0,9.0,0.0,Велика Васильківська,"Голосіївський, Шевченківський, Печерський",бізнес
115000.0,2.0,2170.0,7.0,7.0,1961.0,53.0,35.0,14.0,4.0,Велика Васильківська,"Голосіївський, Шевченківський, Печерський",економ
158364.0,2.0,1760.0,4.0,11.0,2009.0,90.0,45.0,20.0,25.0,Бойчука,Печерський,бізнес
80000.0,1.0,2000.0,11.0,25.0,2011.0,40.0,19.0,11.0,10.0,Лобановського,Печерський,бізнес
41000.0,2.0,909.0,2.0,3.0,1959.0,120.0,37.0,14.0,69.0,Миколи Шепелєва,Печерський,економ
435000.0,2.0,3625.0,2.0,10.0,1998.0,120.0,85.0,10.0,25.0,Кропивницького,Печерський,економ
100000.0,1.0,2000.0,3.0,23.0,2016.0,50.0,28.0,20.0,2.0,Трускавецька,Дарницький,бізнес
88107.1,2.0,1223.7,23.0,26.0,2009.0,72.0,34.0,15.0,23.0,Маланюка,Святошинський,бізнес
130000.0,1.0,2653.0,4.0,16.0,2009.0,49.0,18.0,16.0,15.0,Драгомирова,Святошинський,бізнес
125000.0,2.0,1866.0,4.0,9.0,2018.0,67.0,37.0,14.0,16.0,Юнацька,Святошинський,бізнес
89000.0,2.0,1413.0,12.0,14.0,2013.0,63.0,37.0,11.0,15.0,Максимовича,Святошинський,бізнес
110000.0,3.0,1122.0,4.0,25.0,2010.0,98.0,59.0,14.0,25.0,Комарова,Шевченківський,бізнес
70000.0,2.0,1167.0,7.0,12.0,2019.0,60.0,26.0,14.0,20.0,Багговутівська,Шевченківський,бізнес
46000.0,1.0,1000.0,8.0,26.0,2009.0,46.0,37.0,14.0,0.0,Костанайська,Голосіївський,бізнес
84000.0,2.0,1400.0,14.0,24.0,2009.0,60.0,37.0,10.0,13.0,Костанайська,Голосіївський,бізнес
160000.0,3.0,1250.0,3.0,10.0,2010.0,128.0,69.0,18.0,41.0,Срібнокільська,Дарницький,бізнес
42000.0,2.0,913.0,9.0,9.0,1970.0,46.0,37.0,14.0,0.0,Курчатова,Печерський,економ
61000.0,1.0,1743.0,8.0,9.0,1974.0,35.0,17.0,6.0,12.0,Гусовського,Печерський,економ
130000.0,3.0,1512.0,5.0,9.0,1972.0,86.0,43.0,9.0,34.0,Українки,Дарницький,бізнес
120000.0,3.0,1091.0,3.0,16.0,2002.0,110.0,54.0,13.0,43.0,Драгоманова,Дарницький,бізнес
250000.0,2.0,2874.0,11.0,23.0,2012.0,87.0,56.0,31.0,0.0,Дніпровська,Оболонський,бізнес
125000.0,3.0,1322.0,19.0,34.0,2009.0,50.0,37.0,14.0,0.0,Заболотного,Шевченківський,бізнес
79235.0,2.0,1152.0,14.0,34.0,2009.0,50.0,37.0,14.0,0.0,Заболотного,Шевченківський,бізнес
113261.0,2.0,1421.0,9.0,36.0,1961.0,50.0,37.0,14.0,0.0,Перемоги,Шевченківський,бізнес
62000.0,1.0,1403.0,24.0,25.0,2009.0,50.0,37.0,14.0,0.0,Сверстюка,Оболонський,бізнес
131000.0,2.0,2620.0,15.0,25.0,2016.0,50.0,37.0,21.0,0.0,Липківського,Оболонський,бізнес
300000.0,1.0,4000.0,18.0,24.0,2015.0,75.0,28.0,25.0,22.0,Маккейна,Оболонський,бізнес
108000.0,3.0,1200.0,3.0,24.0,2009.0,90.0,54.0,10.0,26.0,Дніпровська,Оболонський,бізнес
47000.0,1.0,1621.0,2.0,5.0,1964.0,29.0,15.0,5.0,9.0,Волгоградська,Солом'янський,економ
57000.0,2.0,919.0,2.0,25.0,2009.0,62.0,45.0,14.0,3.0,Новопольова,Солом'янський,бізнес
135482.1,2.0,1782.6,1.0,25.0,2015.0,76.0,37.0,14.0,25.0,Драгоманова,Дарницький,бізнес
149000.0,4.0,1192.0,3.0,8.0,2019.0,125.0,72.0,17.0,36.0,Лебедєва,Печерський,бізнес
85000.0,2.0,1977.0,1.0,5.0,1962.0,43.0,27.0,4.0,12.0,Драгомирова,Печерський,економ
123900.0,2.0,1721.0,6.0,30.0,2009.0,72.0,46.0,15.0,11.0,Драгомирова,Печерський,бізнес
150000.0,1.0,2727.0,3.0,17.0,2019.0,55.0,37.0,14.0,4.0,Лейпцизька,Печерський,бізнес
285000.0,3.0,2568.0,4.0,22.0,2014.0,111.0,60.0,35.0,16.0,Глибочицька,Шевченківський,бізнес
115000.0,3.0,1106.0,5.0,9.0,2005.0,104.0,65.0,20.0,19.0,Салютна,Шевченківський,бізнес
45900.0,2.0,1020.0,1.0,5.0,1965.0,45.0,30.0,4.0,11.0,Метрологічна,Голосіївський,економ
60000.0,2.0,952.0,18.0,25.0,2009.0,63.0,26.0,17.0,20.0,Північно-Сирецька,Подільський,бізнес
115000.0,2.0,1742.0,15.0,25.0,2018.0,66.0,30.0,18.0,18.0,Правди,Подільський,бізнес
44000.0,1.0,1023.0,24.0,26.0,2018.0,43.0,28.0,12.0,3.0,Вернадського,Печерський,бізнес
85000.0,2.0,1700.0,4.0,25.0,2016.0,50.0,25.0,10.0,15.0,Пчілки,Печерський,бізнес
183693.7,2.0,2213.2,8.0,25.0,2019.0,83.0,44.0,15.0,24.0,Лейпцизька,Печерський,бізнес
200000.0,3.0,2083.0,2.0,5.0,1959.0,96.0,73.0,7.0,16.0,Басейна,"Печерський, Шевченківський",економ
138000.0,2.0,2060.0,13.0,25.0,2011.0,67.0,37.0,14.0,16.0,Шаповала,Оболонський,бізнес
39500.0,1.0,1013.0,20.0,25.0,2009.0,39.0,37.0,10.0,0.0,Бережанська,Оболонський,бізнес
123500.0,2.0,1506.0,6.0,26.0,2009.0,82.0,37.0,18.0,27.0,Бойчука,Шевченківський,бізнес
80000.0,2.0,1250.0,11.0,16.0,2009.0,64.0,35.0,16.0,13.0,Перемоги,Шевченківський,бізнес
1976000.0,5.0,3800.0,17.0,25.0,2019.0,520.0,37.0,20.0,463.0,Івана Федорова,"Голосіївський, Печерський",бізнес
320000.0,2.0,3232.0,13.0,24.0,2019.0,99.0,47.0,13.0,39.0,Антоновича,"Голосіївський, Печерський",бізнес
110000.0,2.0,1735.0,1.0,12.0,2003.0,57.0,37.0,14.0,6.0,Вільямса,Шевченківський,бізнес
92000.0,2.0,1686.8,18.0,26.0,2009.0,57.0,37.0,31.0,0.0,Бойчука,Шевченківський,бізнес
101000.0,1.0,1772.0,33.0,36.0,2009.0,57.0,37.0,14.0,6.0,Перемоги,Шевченківський,бізнес
849000.0,2.0,1550.0,8.0,18.0,2001.0,55.0,37.0,14.0,4.0,Ковпака,"Голосіївський, Печерський",бізнес
85000.0,2.0,1545.0,6.0,16.0,1973.0,55.0,22.0,7.0,26.0,Русанівський,Дніпровський,бізнес
330000.0,3.0,2481.0,7.0,21.0,2010.0,133.0,70.0,22.0,41.0,Українки,Дніпровський,бізнес
33900.0,1.0,1169.0,4.0,5.0,1969.0,29.0,16.0,7.0,6.0,Празька,Дніпровський,економ
165000.0,4.0,2062.0,4.0,4.0,2009.0,80.0,56.0,11.0,13.0,Гончара,Оболонський,бізнес
270000.0,2.0,3333.0,11.0,13.0,2019.0,81.0,32.0,20.0,29.0,Маккейна,Оболонський,бізнес
40000.0,1.0,995.0,14.0,25.0,2009.0,49.0,37.0,12.0,0.0,Балтійський,Оболонський,бізнес
104000.0,1.0,2122.0,13.0,26.0,2015.0,49.0,25.0,14.0,10.0,Білоруська,Шевченківський,бізнес
75000.0,1.0,1442.0,4.0,25.0,2016.0,52.0,18.0,14.0,20.0,Драгоманова,Дарницький,бізнес
115000.0,2.0,1613.0,4.0,25.0,2009.0,33.0,37.0,14.0,0.0,Липківського,Печерський,бізнес
58000.0,1.0,1758.0,8.0,9.0,1972.0,33.0,19.0,14.0,0.0,Новогоспітальна,Печерський,економ
30540.0,1.0,1021.4,9.0,26.0,2009.0,160.0,37.0,14.0,109.0,Радченка,Оболонський,бізнес
259999.0,5.0,1625.0,5.0,6.0,1936.0,160.0,85.0,40.0,35.0,Богомольця,Оболонський,економ
140000.0,3.0,1842.0,26.0,26.0,2016.0,76.0,49.0,10.0,17.0,Донця,Оболонський,бізнес
160000.0,2.0,2078.0,3.0,26.0,2009.0,77.0,36.0,13.0,28.0,Оболонський,Оболонський,бізнес
200714.3,4.0,2007.1,2.0,2.0,2009.0,100.0,80.0,20.0,0.0,Щекавицька,Подільський,економ
65000.0,3.0,1048.0,3.0,9.0,1960.0,62.0,43.0,9.0,10.0,Пожарського,Дніпровський,бізнес
74000.0,3.0,1000.0,7.0,9.0,1975.0,74.0,48.0,8.0,18.0,Полкова,Подільський,бізнес
67000.0,2.0,1218.0,3.0,16.0,1993.0,55.0,30.0,8.0,17.0,Палладіна,Шевченківський,бізнес
110000.0,2.0,1630.0,12.0,24.0,2009.0,84.0,37.0,37.0,10.0,Бойчука,Шевченківський,бізнес
127000.0,2.0,1512.0,14.0,24.0,2018.0,84.0,43.0,14.0,27.0,Липківського,Шевченківський,бізнес
180000.0,2.0,1915.0,4.0,10.0,2005.0,94.0,45.0,15.0,34.0,Павлівська,Шевченківський,бізнес
63000.0,3.0,875.0,3.0,9.0,1977.0,72.0,45.0,7.0,20.0,Івашкевича,Солом'янський,бізнес
42900.0,2.0,998.0,1.0,5.0,2009.0,43.0,29.0,14.0,0.0,Іскрівська,Солом'янський,економ
95000.0,3.0,1234.0,16.0,25.0,2017.0,77.0,45.0,12.0,20.0,Максимовича,Святошинський,бізнес
255000.0,4.0,2318.0,3.0,4.0,1900.0,110.0,68.0,13.0,29.0,Драгомирова,Голосіївський,економ
100357.1,2.0,1593.0,6.0,30.0,2009.0,63.0,35.0,8.0,20.0,Драгомирова,Голосіївський,бізнес
115000.0,1.0,2614.0,2.0,7.0,2019.0,44.0,14.0,21.0,9.0,Теремківська,Голосіївський,економ
113300.0,3.0,1218.0,15.0,21.0,2009.0,93.0,55.0,11.0,27.0,Осокорська,Дарницький,бізнес
268000.0,4.0,1381.0,18.0,20.0,2010.0,194.0,93.0,35.0,66.0,Дмитрівська,Шевченківський,бізнес
140000.0,3.0,1273.0,3.0,26.0,2009.0,110.0,37.0,14.0,59.0,Кондратюка,Дніпровський,бізнес
146000.0,3.0,1718.0,1.0,9.0,2015.0,85.0,40.0,17.0,28.0,Регенераторна,Дніпровський,бізнес
63000.0,3.0,900.0,23.0,23.0,2009.0,70.0,34.0,14.0,22.0,Глибочицька,Шевченківський,бізнес
495000.0,3.0,3367.0,14.0,23.0,2014.0,147.0,50.0,40.0,57.0,Глибочицька,Шевченківський,бізнес
275000.0,3.0,2644.0,5.0,24.0,2008.0,104.0,70.0,14.0,20.0,Героїв Сталінграда,Оболонський,бізнес
73500.0,2.0,1361.0,2.0,9.0,1966.0,54.0,32.0,8.0,14.0,Борщагівська,"Солом'янський, Шевченківський ",економ
57000.0,2.0,1056.0,7.0,26.0,2009.0,54.0,28.0,9.0,17.0,Ревуцького,Дарницький,бізнес
121860.0,2.0,1741.0,2.0,9.0,2018.0,70.0,45.0,14.0,11.0,Юнацька,Святошинський,бізнес
73000.0,2.0,1000.0,21.0,25.0,2009.0,73.0,37.0,14.0,22.0,Заболотного,Оболонський,бізнес
39000.0,1.0,1147.0,3.0,5.0,1960.0,34.0,18.0,8.0,8.0,Автозаводська,Оболонський,економ
92284.0,2.0,1138.0,6.0,34.0,2009.0,121.0,37.0,14.0,70.0,Заболотного,"Голосіївський, Печерський, Шевченківський",бізнес
210000.0,2.0,1736.0,14.0,24.0,2008.0,121.0,60.0,30.0,31.0,Саксаганського,"Голосіївський, Печерський, Шевченківський",бізнес
139900.0,4.0,1260.0,6.0,9.0,2009.0,111.0,37.0,14.0,60.0,Зарічна,Дарницький,бізнес
145000.0,2.0,1686.0,17.0,23.0,2005.0,86.0,48.0,12.0,26.0,Героїв Сталінграда,Оболонський,бізнес
76000.0,3.0,1086.0,6.0,9.0,1980.0,70.0,34.0,10.0,26.0,Героїв Сталінграда,Оболонський,бізнес
796000.0,4.0,4020.0,7.0,15.0,2009.0,198.0,65.0,67.0,66.0,Драгомирова,Дарницький,бізнес
97926.0,1.0,1900.0,9.0,30.0,2009.0,32.0,37.0,14.0,0.0,Драгомирова,Дарницький,бізнес
46000.0,1.0,1438.0,2.0,5.0,1963.0,32.0,19.0,6.0,7.0,Гавела,Дарницький,економ
115000.0,3.0,1135.0,13.0,25.0,2004.0,110.0,37.0,14.0,59.0,Здолбунівська,Дарницький,бізнес
430000.0,3.0,3909.0,8.0,22.0,2014.0,110.0,62.0,14.0,34.0,Драгомирова,Печерський,бізнес
3210000.0,5.0,8025.0,10.0,10.0,1961.0,400.0,250.0,50.0,100.0,Мечнікова,Печерський,бізнес
127900.0,2.0,1776.0,13.0,24.0,2017.0,72.0,35.0,17.0,20.0,Максимовича,Святошинський,бізнес
75000.0,2.0,1250.0,4.0,5.0,1938.0,60.0,45.0,9.0,6.0,Багговутівська,Шевченківський,економ
90005.0,2.0,1915.0,8.0,15.0,2009.0,47.0,17.0,20.0,10.0,Шолуденка,Шевченківський,бізнес
284999.0,2.0,3202.0,3.0,18.0,2005.0,89.0,50.0,16.0,23.0,Щекавицька,Подільський,бізнес
51000.0,3.0,850.0,2.0,9.0,1972.0,60.0,40.0,6.0,14.0,Коласа,Шевченківський,економ
320000.0,3.0,3107.0,8.0,24.0,2013.0,103.0,37.0,16.0,50.0,Перемоги,Шевченківський,бізнес
43000.0,2.0,782.0,24.0,26.0,2009.0,55.0,37.0,11.0,7.0,Перемоги,Шевченківський,бізнес
91000.0,1.0,1750.0,33.0,35.0,2009.0,52.0,20.0,22.0,10.0,Перемоги,Шевченківський,бізнес
185000.0,2.0,2256.0,6.0,9.0,2009.0,82.0,35.0,24.0,23.0,Наумова,Шевченківський,бізнес
49990.0,3.0,757.0,8.0,9.0,1976.0,66.0,45.0,8.0,13.0,Наумова,Шевченківський,бізнес
89000.0,1.0,2342.0,7.0,15.0,2009.0,38.0,20.0,7.0,11.0,Перемоги,Шевченківський,бізнес
170000.0,2.0,2656.0,5.0,7.0,1948.0,64.0,37.0,9.0,18.0,Велика Васильківська,"Голосіївський, Шевченківський, Печерський",бізнес
46500.0,2.0,1011.0,5.0,5.0,1963.0,46.0,31.0,7.0,8.0,Вишгородська,"Подільський, Оболонський",економ
