Price,rooms,price_per_m2,level,levels,year,area_total,area_living,area_kitchen,area_comfort,street,district
150000.0,3.0,1829.0,5.0,12.0,1997.0,82.0,42.0,9.0,31.0,Героїв Сталінграда,Оболонський
285000.0,4.0,1900.0,8.0,9.0,2009.0,150.0,37.0,22.0,91.0,Рибальська,Печерський
72500.0,2.0,1394.0,4.0,4.0,2019.0,52.0,30.0,14.0,8.0,Березова,Солом'янський
750000.0,3.0,5000.0,10.0,14.0,2017.0,150.0,95.0,18.0,37.0,Саперне Поле,Печерський
493000.0,4.0,4287.0,12.0,24.0,2019.0,115.0,80.0,20.0,15.0,Антоновича,"Голосіївський, Печерський"
290000.0,3.0,3333.0,22.0,25.0,2019.0,87.0,55.0,15.0,17.0,Маккейна,Печерський
247000.0,3.0,2100.0,13.0,17.0,2019.0,79.0,63.0,15.0,1.0,Лейпцизька,Печерський
90000.0,2.0,1139.0,13.0,23.0,2015.0,79.0,34.0,18.0,27.0,Драгоманова,Дарницький
80000.0,3.0,1250.0,9.0,9.0,1972.0,64.0,37.0,14.0,13.0,Коновальця,Шевченківський
103900.0,3.0,1071.0,21.0,25.0,2009.0,97.0,51.0,16.0,30.0,Василя Стуса,Шевченківський
265000.0,3.0,2944.0,13.0,17.0,2006.0,90.0,38.0,42.0,10.0,Тютюнника,Шевченківський
105000.0,3.0,1641.0,1.0,5.0,1957.0,64.0,40.0,8.0,16.0,Січових Стрільців,Шевченківський
78000.0,2.0,1696.0,5.0,11.0,2018.0,46.0,20.0,20.0,6.0,Райдужна,Дніпровський
44900.0,1.0,1182.0,7.0,10.0,1988.0,38.0,17.0,8.0,13.0,Закревського,Шевченківський
494000.0,6.0,1502.0,8.0,10.0,1996.0,329.0,193.0,47.0,89.0,Тургенєвська,Шевченківський
55000.0,2.0,1078.0,9.0,10.0,1982.0,51.0,31.0,8.0,12.0,Зої Космодем'янської,Деснянський
59280.0,2.0,874.0,5.0,26.0,2009.0,44.0,37.0,14.0,0.0,Радченка,Деснянський
56000.0,1.0,1273.0,11.0,25.0,2009.0,44.0,37.0,14.0,0.0,Сверстюка,Деснянський
47500.0,1.0,1105.0,10.0,18.0,2006.0,43.0,20.0,10.0,13.0,Милославська,Деснянський
100000.0,2.0,1099.0,8.0,9.0,1970.0,91.0,37.0,14.0,40.0,Метрологічна,Голосіївський
103000.0,1.0,2341.0,8.0,18.0,2009.0,44.0,37.0,14.0,0.0,Деміївська,Голосіївський
95000.0,3.0,1118.0,2.0,15.0,2019.0,85.0,47.0,13.0,25.0,Перемоги,Шевченківський
76800.0,3.0,985.0,2.0,5.0,1958.0,78.0,78.0,9.0,0.0,Вишгородська,"Подільський, Оболонський"
257500.0,2.0,4769.0,8.0,25.0,2015.0,54.0,37.0,14.0,3.0,Маккейна,Шевченківський
52500.0,1.0,1094.0,9.0,22.0,2009.0,48.0,37.0,21.0,0.0,Перемоги,Шевченківський
302200.0,4.0,2001.0,5.0,22.0,2013.0,151.0,37.0,14.0,100.0,Перемоги,Шевченківський
63500.0,2.0,814.0,22.0,25.0,2009.0,78.0,36.0,12.0,30.0,Балтійський,Оболонський
550000.0,4.0,3416.0,8.0,26.0,2009.0,161.0,67.0,40.0,54.0,Звіринецька,Печерський
98700.0,2.0,1484.0,15.0,25.0,2019.0,37.0,37.0,19.0,0.0,Ревуцького,Дарницький
35000.0,1.0,946.0,8.0,9.0,1992.0,37.0,19.0,7.0,11.0,Милославська,Деснянський
56000.0,2.0,851.0,14.0,24.0,2009.0,27.0,37.0,14.0,0.0,Вербицького,Солом'янський
36000.0,1.0,1333.0,4.0,5.0,1960.0,27.0,37.0,14.0,0.0,Новгородська,Солом'янський
87000.0,1.0,1839.0,2.0,25.0,2015.0,180.0,25.0,10.0,145.0,Бажана,Подільський
220000.0,5.0,1222.0,5.0,6.0,2009.0,180.0,72.0,12.0,96.0,Канівська,Подільський
109000.0,3.0,1253.0,7.0,16.0,2009.0,87.0,37.0,14.0,36.0,Максимовича,Святошинський
125000.0,2.0,1689.0,23.0,25.0,2016.0,74.0,37.0,14.0,23.0,Донця,Подільський
600000.0,3.0,4800.0,2.0,14.0,2009.0,125.0,37.0,14.0,74.0,Драгомирова,Подільський
60000.0,1.0,1277.0,5.0,16.0,2009.0,47.0,22.0,14.0,11.0,Тираспольська,Подільський
15700000.0,3.0,157000.0,2.0,4.0,1917.0,100.0,76.0,12.0,12.0,Саксаганського,"Голосіївський, Печерський, Шевченківський"
45000.0,1.0,1214.9,5.0,16.0,1990.0,118.0,37.0,14.0,67.0,Тираспольська,Подільський
160000.0,3.0,1356.0,11.0,25.0,2015.0,118.0,85.0,33.0,0.0,Зарічна,Дарницький
65000.0,2.0,1413.0,11.0,16.0,1981.0,46.0,27.0,9.0,10.0,Гонгадзе,Подільський
495000.0,3.0,4420.0,13.0,39.0,2017.0,112.0,37.0,14.0,61.0,Українки,Подільський
59000.0,2.0,1283.0,3.0,5.0,1965.0,46.0,37.0,14.0,0.0,Світлицького,Подільський
68000.0,2.0,1447.0,5.0,10.0,1970.0,47.0,35.0,7.0,5.0,Воробйова,Дніпровський
81000.0,3.0,1012.0,17.0,25.0,2018.0,80.0,60.0,14.0,6.0,Каховська,Дніпровський
67000.0,1.0,1675.0,9.0,23.0,2009.0,40.0,37.0,12.0,0.0,Глибочицька,Шевченківський
170000.0,3.0,1339.0,3.0,3.0,1954.0,127.0,86.0,30.0,11.0,Білокур,Оболонський
54500.0,1.0,996.0,23.0,25.0,2009.0,136.0,37.0,12.0,87.0,Балтійський,Оболонський
232000.0,3.0,1706.0,11.0,13.0,2014.0,136.0,70.0,14.0,52.0,Антоновича,"Голосіївський, Печерський"
75000.0,2.0,789.0,18.0,25.0,2009.0,46.0,37.0,14.0,0.0,Кондратюка,Дарницький
99000.0,1.0,2152.0,3.0,4.0,1898.0,46.0,25.0,10.0,11.0,Гончара,Дарницький
55000.0,1.0,1310.0,6.0,25.0,2019.0,42.0,13.0,9.0,20.0,Ревуцького,Дарницький
475000.0,3.0,5000.0,3.0,13.0,2017.0,95.0,66.0,13.0,16.0,Драгоманова,Дарницький
70000.0,1.0,1659.0,1.0,19.0,2006.0,66.0,18.0,10.0,38.0,Драгоманова,Дарницький
79900.0,2.0,1211.0,24.0,25.0,2013.0,66.0,36.0,13.0,17.0,Сім’ї Кульженків,Голосіївський
215767.9,3.0,2157.7,8.0,16.0,2000.0,100.0,57.0,12.0,31.0,Панельна,Голосіївський
155000.0,3.0,1550.0,13.0,16.0,2012.0,100.0,55.0,16.0,29.0,Вільямса,Голосіївський
100000.0,1.0,1667.0,13.0,25.0,2008.0,60.0,21.0,17.0,22.0,Голосіївська,Голосіївський
1010000.0,4.0,5674.0,23.0,26.0,2017.0,178.0,92.0,22.0,64.0,Оболонський,Оболонський
45000.0,1.0,1500.0,1.0,9.0,1975.0,30.0,16.0,5.0,9.0,Миколи Голего,Солом'янський
80000.0,1.0,1333.0,4.0,24.0,2012.0,60.0,37.0,14.0,9.0,Дніпровська,Оболонський
115000.0,2.0,1575.0,21.0,25.0,2015.0,73.0,37.0,15.0,21.0,Малиновського,Шевченківський
620000.0,5.0,3605.0,14.0,17.0,2001.0,172.0,93.0,13.0,66.0,Назарівська,Шевченківський
250500.0,6.0,1668.0,13.0,14.0,1978.0,29.0,81.0,13.0,0.0,Гоголівська,Шевченківський
39000.0,1.0,1345.0,1.0,5.0,1963.0,29.0,16.0,5.0,8.0,Дорогожицька,Шевченківський
360000.0,5.0,2400.0,5.0,6.0,1936.0,150.0,120.0,15.0,15.0,Грушевського,Солом'янський
250000.0,2.0,2976.0,15.0,23.0,2008.0,84.0,60.0,15.0,9.0,Іллєнка,Солом'янський
95000.0,1.0,1863.0,22.0,25.0,2018.0,51.0,14.0,20.0,17.0,Липківського,Солом'янський
63900.0,1.0,761.0,13.0,14.0,2013.0,84.0,44.0,18.0,22.0,Ушинського,Солом'янський
81000.0,2.0,1528.0,13.0,25.0,2020.0,53.0,37.0,14.0,2.0,Польова,Солом'янський
219000.0,1.0,3776.0,2.0,9.0,2019.0,58.0,20.0,20.0,18.0,Саперне Поле,Печерський
162000.0,3.0,1604.0,19.0,26.0,2017.0,101.0,55.0,25.0,21.0,Панельна,"Голосіївський, Печерський"
260000.0,3.0,2321.0,14.0,18.0,2013.0,112.0,60.0,17.0,35.0,Хмельницького,"Голосіївський, Печерський"
163000.0,1.0,3622.0,2.0,22.0,2015.0,45.0,22.0,12.0,11.0,Маккейна,"Голосіївський, Печерський"
499000.0,2.0,4990.0,22.0,25.0,2019.0,100.0,37.0,14.0,49.0,Антоновича,"Голосіївський, Печерський"
310000.0,3.0,1925.0,3.0,18.0,2009.0,161.0,120.0,35.0,6.0,Толстого,Дарницький
99800.0,3.0,1535.0,6.0,8.0,1962.0,65.0,37.0,14.0,14.0,Дружби Народів,Печерський
130000.0,1.0,3023.0,9.0,26.0,2009.0,43.0,37.0,14.0,0.0,Оболонський,Оболонський
70000.0,2.0,1273.0,4.0,5.0,1938.0,55.0,39.0,8.0,8.0,Багговутівська,Шевченківський
44500.0,2.0,1025.0,1.0,5.0,1961.0,80.0,29.0,6.0,45.0,Антонова,"Голосіївський, Шевченківський"
199000.0,2.0,2488.0,2.0,5.0,1937.0,80.0,40.0,14.0,26.0,Володимирська,"Голосіївський, Шевченківський"
120000.0,2.0,2500.0,9.0,9.0,1972.0,48.0,37.0,14.0,0.0,Українки,Печерський
68750.0,2.0,892.9,7.0,16.0,2009.0,77.0,34.0,12.0,31.0,Сім’ї Кульженків,Печерський
162000.0,3.0,1800.0,11.0,26.0,2005.0,90.0,48.0,23.0,19.0,Коновальця,Печерський
209000.0,2.0,2580.0,2.0,10.0,2003.0,81.0,40.0,15.0,26.0,Мирного,Печерський
275000.0,2.0,2926.0,15.0,16.0,2006.0,94.0,37.0,48.0,9.0,Московська,Печерський
38000.0,1.0,1056.0,8.0,9.0,1984.0,36.0,18.0,8.0,10.0,Жмеринська,Святошинський
114000.0,3.0,1583.0,6.0,7.0,1959.0,72.0,51.0,9.0,12.0,Бойчука,Печерський
161000.0,2.0,1809.0,17.0,25.0,2018.0,89.0,37.0,14.0,38.0,Липківського,Печерський
330000.0,3.0,3000.0,18.0,24.0,2018.0,110.0,60.0,40.0,10.0,Лабораторний,Печерський
1500000.0,5.0,5000.0,8.0,18.0,2009.0,300.0,37.0,14.0,249.0,Інститутська,Печерський
295000.0,3.0,2757.0,6.0,6.0,1914.0,107.0,74.0,11.0,22.0,Хрещатик,"Печерський, Шевченківський"
62000.0,1.0,1512.0,2.0,25.0,2009.0,41.0,14.0,14.0,13.0,Дніпровська,Оболонський
255000.0,4.0,2024.0,16.0,25.0,2016.0,126.0,70.0,15.0,41.0,Саперне Поле,Печерський
68000.0,3.0,907.0,5.0,15.0,1993.0,75.0,43.0,8.0,24.0,Комарова,Дарницький
164000.0,2.0,2702.0,30.0,30.0,2009.0,111.0,37.0,12.0,62.0,Драгомирова,Дарницький
139000.0,3.0,1252.0,23.0,36.0,2007.0,111.0,60.0,18.0,33.0,Срібнокільська,Дарницький
115000.0,2.0,1337.0,11.0,25.0,2008.0,86.0,37.0,14.0,35.0,Чоколівський,Солом'янський
104000.0,1.0,1857.0,10.0,24.0,2009.0,56.0,16.0,16.0,24.0,Звіринецька,Печерський
85000.0,1.0,1518.0,7.0,14.0,2009.0,56.0,20.0,14.0,22.0,Вишгородська,"Подільський, Оболонський"
190000.0,2.0,3585.0,3.0,20.0,2019.0,53.0,18.0,20.0,15.0,Драгомирова,Дніпровський
65000.0,2.0,1161.0,3.0,4.0,1952.0,56.0,34.0,9.0,13.0,Будівельників,Дніпровський
105000.0,3.0,1117.0,6.0,22.0,2010.0,94.0,47.0,15.0,32.0,Урлівська,Дарницький
57000.0,2.0,919.0,15.0,21.0,2009.0,62.0,26.0,26.0,10.0,Сормовська,Дарницький
65000.0,1.0,1182.0,5.0,18.0,2009.0,55.0,37.0,21.0,0.0,Правди,Подільський
98000.0,2.0,1388.0,8.0,25.0,2006.0,52.0,37.0,14.0,1.0,Верховинна,Святошинський
55000.0,2.0,1058.0,2.0,9.0,1986.0,52.0,29.0,8.0,15.0,Вербицького,"Голосіївський, Шевченківський, Печерський"
55000.0,1.0,1618.0,5.0,33.0,2009.0,34.0,37.0,9.0,0.0,Велика Васильківська,"Голосіївський, Шевченківський, Печерський"
115000.0,2.0,2170.0,7.0,7.0,1961.0,53.0,35.0,14.0,4.0,Велика Васильківська,"Голосіївський, Шевченківський, Печерський"
158364.0,2.0,1760.0,4.0,11.0,2009.0,90.0,45.0,20.0,25.0,Бойчука,Печерський
80000.0,1.0,2000.0,11.0,25.0,2011.0,40.0,19.0,11.0,10.0,Лобановського,Печерський
41000.0,2.0,909.0,2.0,3.0,1959.0,120.0,37.0,14.0,69.0,Миколи Шепелєва,Печерський
435000.0,2.0,3625.0,2.0,10.0,1998.0,120.0,85.0,10.0,25.0,Кропивницького,Печерський
100000.0,1.0,2000.0,3.0,23.0,2016.0,50.0,28.0,20.0,2.0,Трускавецька,Дарницький
88107.1,2.0,1223.7,23.0,26.0,2009.0,72.0,34.0,15.0,23.0,Маланюка,Святошинський
130000.0,1.0,2653.0,4.0,16.0,2009.0,49.0,18.0,16.0,15.0,Драгомирова,Святошинський
125000.0,2.0,1866.0,4.0,9.0,2018.0,67.0,37.0,14.0,16.0,Юнацька,Святошинський
89000.0,2.0,1413.0,12.0,14.0,2013.0,63.0,37.0,11.0,15.0,Максимовича,Святошинський
110000.0,3.0,1122.0,4.0,25.0,2010.0,98.0,59.0,14.0,25.0,Комарова,Шевченківський
70000.0,2.0,1167.0,7.0,12.0,2019.0,60.0,26.0,14.0,20.0,Багговутівська,Шевченківський
46000.0,1.0,1000.0,8.0,26.0,2009.0,46.0,37.0,14.0,0.0,Костанайська,Голосіївський
84000.0,2.0,1400.0,14.0,24.0,2009.0,60.0,37.0,10.0,13.0,Костанайська,Голосіївський
160000.0,3.0,1250.0,3.0,10.0,2010.0,128.0,69.0,18.0,41.0,Срібнокільська,Дарницький
42000.0,2.0,913.0,9.0,9.0,1970.0,46.0,37.0,14.0,0.0,Курчатова,Печерський
61000.0,1.0,1743.0,8.0,9.0,1974.0,35.0,17.0,6.0,12.0,Гусовського,Печерський
130000.0,3.0,1512.0,5.0,9.0,1972.0,86.0,43.0,9.0,34.0,Українки,Дарницький
120000.0,3.0,1091.0,3.0,16.0,2002.0,110.0,54.0,13.0,43.0,Драгоманова,Дарницький
250000.0,2.0,2874.0,11.0,23.0,2012.0,87.0,56.0,31.0,0.0,Дніпровська,Оболонський
125000.0,3.0,1322.0,19.0,34.0,2009.0,50.0,37.0,14.0,0.0,Заболотного,Шевченківський
79235.0,2.0,1152.0,14.0,34.0,2009.0,50.0,37.0,14.0,0.0,Заболотного,Шевченківський
113261.0,2.0,1421.0,9.0,36.0,1961.0,50.0,37.0,14.0,0.0,Перемоги,Шевченківський
62000.0,1.0,1403.0,24.0,25.0,2009.0,50.0,37.0,14.0,0.0,Сверстюка,Оболонський
131000.0,2.0,2620.0,15.0,25.0,2016.0,50.0,37.0,21.0,0.0,Липківського,Оболонський
300000.0,1.0,4000.0,18.0,24.0,2015.0,75.0,28.0,25.0,22.0,Маккейна,Оболонський
108000.0,3.0,1200.0,3.0,24.0,2009.0,90.0,54.0,10.0,26.0,Дніпровська,Оболонський
47000.0,1.0,1621.0,2.0,5.0,1964.0,29.0,15.0,5.0,9.0,Волгоградська,Солом'янський
57000.0,2.0,919.0,2.0,25.0,2009.0,62.0,45.0,14.0,3.0,Новопольова,Солом'янський
135482.1,2.0,1782.6,1.0,25.0,2015.0,76.0,37.0,14.0,25.0,Драгоманова,Дарницький
149000.0,4.0,1192.0,3.0,8.0,2019.0,125.0,72.0,17.0,36.0,Лебедєва,Печерський
85000.0,2.0,1977.0,1.0,5.0,1962.0,43.0,27.0,4.0,12.0,Драгомирова,Печерський
123900.0,2.0,1721.0,6.0,30.0,2009.0,72.0,46.0,15.0,11.0,Драгомирова,Печерський
150000.0,1.0,2727.0,3.0,17.0,2019.0,55.0,37.0,14.0,4.0,Лейпцизька,Печерський
285000.0,3.0,2568.0,4.0,22.0,2014.0,111.0,60.0,35.0,16.0,Глибочицька,Шевченківський
115000.0,3.0,1106.0,5.0,9.0,2005.0,104.0,65.0,20.0,19.0,Салютна,Шевченківський
45900.0,2.0,1020.0,1.0,5.0,1965.0,45.0,30.0,4.0,11.0,Метрологічна,Голосіївський
60000.0,2.0,952.0,18.0,25.0,2009.0,63.0,26.0,17.0,20.0,Північно-Сирецька,Подільський
115000.0,2.0,1742.0,15.0,25.0,2018.0,66.0,30.0,18.0,18.0,Правди,Подільський
44000.0,1.0,1023.0,24.0,26.0,2018.0,43.0,28.0,12.0,3.0,Вернадського,Печерський
85000.0,2.0,1700.0,4.0,25.0,2016.0,50.0,25.0,10.0,15.0,Пчілки,Печерський
183693.7,2.0,2213.2,8.0,25.0,2019.0,83.0,44.0,15.0,24.0,Лейпцизька,Печерський
200000.0,3.0,2083.0,2.0,5.0,1959.0,96.0,73.0,7.0,16.0,Басейна,"Печерський, Шевченківський"
138000.0,2.0,2060.0,13.0,25.0,2011.0,67.0,37.0,14.0,16.0,Шаповала,Оболонський
39500.0,1.0,1013.0,20.0,25.0,2009.0,39.0,37.0,10.0,0.0,Бережанська,Оболонський
123500.0,2.0,1506.0,6.0,26.0,2009.0,82.0,37.0,18.0,27.0,Бойчука,Шевченківський
80000.0,2.0,1250.0,11.0,16.0,2009.0,64.0,35.0,16.0,13.0,Перемоги,Шевченківський
1976000.0,5.0,3800.0,17.0,25.0,2019.0,520.0,37.0,20.0,463.0,Івана Федорова,"Голосіївський, Печерський"
320000.0,2.0,3232.0,13.0,24.0,2019.0,99.0,47.0,13.0,39.0,Антоновича,"Голосіївський, Печерський"
110000.0,2.0,1735.0,1.0,12.0,2003.0,57.0,37.0,14.0,6.0,Вільямса,Шевченківський
92000.0,2.0,1686.8,18.0,26.0,2009.0,57.0,37.0,31.0,0.0,Бойчука,Шевченківський
101000.0,1.0,1772.0,33.0,36.0,2009.0,57.0,37.0,14.0,6.0,Перемоги,Шевченківський
849000.0,2.0,1550.0,8.0,18.0,2001.0,55.0,37.0,14.0,4.0,Ковпака,"Голосіївський, Печерський"
85000.0,2.0,1545.0,6.0,16.0,1973.0,55.0,22.0,7.0,26.0,Русанівський,Дніпровський
330000.0,3.0,2481.0,7.0,21.0,2010.0,133.0,70.0,22.0,41.0,Українки,Дніпровський
33900.0,1.0,1169.0,4.0,5.0,1969.0,29.0,16.0,7.0,6.0,Празька,Дніпровський
165000.0,4.0,2062.0,4.0,4.0,2009.0,80.0,56.0,11.0,13.0,Гончара,Оболонський
270000.0,2.0,3333.0,11.0,13.0,2019.0,81.0,32.0,20.0,29.0,Маккейна,Оболонський
40000.0,1.0,995.0,14.0,25.0,2009.0,49.0,37.0,12.0,0.0,Балтійський,Оболонський
104000.0,1.0,2122.0,13.0,26.0,2015.0,49.0,25.0,14.0,10.0,Білоруська,Шевченківський
75000.0,1.0,1442.0,4.0,25.0,2016.0,52.0,18.0,14.0,20.0,Драгоманова,Дарницький
115000.0,2.0,1613.0,4.0,25.0,2009.0,33.0,37.0,14.0,0.0,Липківського,Печерський
58000.0,1.0,1758.0,8.0,9.0,1972.0,33.0,19.0,14.0,0.0,Новогоспітальна,Печерський
30540.0,1.0,1021.4,9.0,26.0,2009.0,160.0,37.0,14.0,109.0,Радченка,Оболонський
259999.0,5.0,1625.0,5.0,6.0,1936.0,160.0,85.0,40.0,35.0,Богомольця,Оболонський
140000.0,3.0,1842.0,26.0,26.0,2016.0,76.0,49.0,10.0,17.0,Донця,Оболонський
160000.0,2.0,2078.0,3.0,26.0,2009.0,77.0,36.0,13.0,28.0,Оболонський,Оболонський
200714.3,4.0,2007.1,2.0,2.0,2009.0,100.0,80.0,20.0,0.0,Щекавицька,Подільський
65000.0,3.0,1048.0,3.0,9.0,1960.0,62.0,43.0,9.0,10.0,Пожарського,Дніпровський
74000.0,3.0,1000.0,7.0,9.0,1975.0,74.0,48.0,8.0,18.0,Полкова,Подільський
67000.0,2.0,1218.0,3.0,16.0,1993.0,55.0,30.0,8.0,17.0,Палладіна,Шевченківський
110000.0,2.0,1630.0,12.0,24.0,2009.0,84.0,37.0,37.0,10.0,Бойчука,Шевченківський
127000.0,2.0,1512.0,14.0,24.0,2018.0,84.0,43.0,14.0,27.0,Липківського,Шевченківський
180000.0,2.0,1915.0,4.0,10.0,2005.0,94.0,45.0,15.0,34.0,Павлівська,Шевченківський
63000.0,3.0,875.0,3.0,9.0,1977.0,72.0,45.0,7.0,20.0,Івашкевича,Солом'янський
42900.0,2.0,998.0,1.0,5.0,2009.0,43.0,29.0,14.0,0.0,Іскрівська,Солом'янський
95000.0,3.0,1234.0,16.0,25.0,2017.0,77.0,45.0,12.0,20.0,Максимовича,Святошинський
255000.0,4.0,2318.0,3.0,4.0,1900.0,110.0,68.0,13.0,29.0,Драгомирова,Голосіївський
100357.1,2.0,1593.0,6.0,30.0,2009.0,63.0,35.0,8.0,20.0,Драгомирова,Голосіївський
115000.0,1.0,2614.0,2.0,7.0,2019.0,44.0,14.0,21.0,9.0,Теремківська,Голосіївський
113300.0,3.0,1218.0,15.0,21.0,2009.0,93.0,55.0,11.0,27.0,Осокорська,Дарницький
268000.0,4.0,1381.0,18.0,20.0,2010.0,194.0,93.0,35.0,66.0,Дмитрівська,Шевченківський
140000.0,3.0,1273.0,3.0,26.0,2009.0,110.0,37.0,14.0,59.0,Кондратюка,Дніпровський
146000.0,3.0,1718.0,1.0,9.0,2015.0,85.0,40.0,17.0,28.0,Регенераторна,Дніпровський
63000.0,3.0,900.0,23.0,23.0,2009.0,70.0,34.0,14.0,22.0,Глибочицька,Шевченківський
495000.0,3.0,3367.0,14.0,23.0,2014.0,147.0,50.0,40.0,57.0,Глибочицька,Шевченківський
275000.0,3.0,2644.0,5.0,24.0,2008.0,104.0,70.0,14.0,20.0,Героїв Сталінграда,Оболонський
73500.0,2.0,1361.0,2.0,9.0,1966.0,54.0,32.0,8.0,14.0,Борщагівська,"Солом'янський, Шевченківський "
57000.0,2.0,1056.0,7.0,26.0,2009.0,54.0,28.0,9.0,17.0,Ревуцького,Дарницький
121860.0,2.0,1741.0,2.0,9.0,2018.0,70.0,45.0,14.0,11.0,Юнацька,Святошинський
73000.0,2.0,1000.0,21.0,25.0,2009.0,73.0,37.0,14.0,22.0,Заболотного,Оболонський
39000.0,1.0,1147.0,3.0,5.0,1960.0,34.0,18.0,8.0,8.0,Автозаводська,Оболонський
92284.0,2.0,1138.0,6.0,34.0,2009.0,121.0,37.0,14.0,70.0,Заболотного,"Голосіївський, Печерський, Шевченківський"
210000.0,2.0,1736.0,14.0,24.0,2008.0,121.0,60.0,30.0,31.0,Саксаганського,"Голосіївський, Печерський, Шевченківський"
139900.0,4.0,1260.0,6.0,9.0,2009.0,111.0,37.0,14.0,60.0,Зарічна,Дарницький
145000.0,2.0,1686.0,17.0,23.0,2005.0,86.0,48.0,12.0,26.0,Героїв Сталінграда,Оболонський
76000.0,3.0,1086.0,6.0,9.0,1980.0,70.0,34.0,10.0,26.0,Героїв Сталінграда,Оболонський
796000.0,4.0,4020.0,7.0,15.0,2009.0,198.0,65.0,67.0,66.0,Драгомирова,Дарницький
97926.0,1.0,1900.0,9.0,30.0,2009.0,32.0,37.0,14.0,0.0,Драгомирова,Дарницький
46000.0,1.0,1438.0,2.0,5.0,1963.0,32.0,19.0,6.0,7.0,Гавела,Дарницький
115000.0,3.0,1135.0,13.0,25.0,2004.0,110.0,37.0,14.0,59.0,Здолбунівська,Дарницький
430000.0,3.0,3909.0,8.0,22.0,2014.0,110.0,62.0,14.0,34.0,Драгомирова,Печерський
3210000.0,5.0,8025.0,10.0,10.0,1961.0,400.0,250.0,50.0,100.0,Мечнікова,Печерський
127900.0,2.0,1776.0,13.0,24.0,2017.0,72.0,35.0,17.0,20.0,Максимовича,Святошинський
75000.0,2.0,1250.0,4.0,5.0,1938.0,60.0,45.0,9.0,6.0,Багговутівська,Шевченківський
90005.0,2.0,1915.0,8.0,15.0,2009.0,47.0,17.0,20.0,10.0,Шолуденка,Шевченківський
284999.0,2.0,3202.0,3.0,18.0,2005.0,89.0,50.0,16.0,23.0,Щекавицька,Подільський
51000.0,3.0,850.0,2.0,9.0,1972.0,60.0,40.0,6.0,14.0,Коласа,Шевченківський
320000.0,3.0,3107.0,8.0,24.0,2013.0,103.0,37.0,16.0,50.0,Перемоги,Шевченківський
43000.0,2.0,782.0,24.0,26.0,2009.0,55.0,37.0,11.0,7.0,Перемоги,Шевченківський
91000.0,1.0,1750.0,33.0,35.0,2009.0,52.0,20.0,22.0,10.0,Перемоги,Шевченківський
185000.0,2.0,2256.0,6.0,9.0,2009.0,82.0,35.0,24.0,23.0,Наумова,Шевченківський
49990.0,3.0,757.0,8.0,9.0,1976.0,66.0,45.0,8.0,13.0,Наумова,Шевченківський
89000.0,1.0,2342.0,7.0,15.0,2009.0,38.0,20.0,7.0,11.0,Перемоги,Шевченківський
170000.0,2.0,2656.0,5.0,7.0,1948.0,64.0,37.0,9.0,18.0,Велика Васильківська,"Голосіївський, Шевченківський, Печерський"
46500.0,2.0,1011.0,5.0,5.0,1963.0,46.0,31.0,7.0,8.0,Вишгородська,"Подільський, Оболонський"
